world,type,neg_requests_rejected,contracts_signed,negs_failed,contracts_dropped,contracts_concluded,negs_timedout,breaches_received,neg_requests_received,contracts_nullified,negs_registered,negs_initiated,exceptions,negotiator_exceptions,neg_requests_sent,breaches_committed,contracts_executed,negs_succeeded,contracts_erred,contracts_breached,times
000320251205H1139423651402d3f_L-P-Ky84.0985c041,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,322,138,2,161,41,0,237,0,237,0,[],[],0,0,159,99,0,0,8.400020305998623e-07
000320251205H1139423651402d3f_L-P-Ky84.0985c041,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,506,53,4,254,0,0,237,0,237,0,[],[],0,0,249,184,0,0,2.820015652105212e-07
000320251205H1139423651402d3f_L-P-Ky84.0985c041,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,178,215,0,90,42,0,237,0,237,0,[],[],0,0,89,22,0,0,2.4300243239849806e-07
000320251205H1139423651402d3f_L-P-Ky84.0985c041,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,986,204,0,495,85,0,560,0,560,560,[],[],560,0,493,356,0,0,4.95005224365741e-07
000320251205H1139423651402d3f_L-P-Ky84.0985c041,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,174,257,0,88,0,0,280,0,280,280,[],[],280,0,87,23,0,0,2.5199551600962877e-07
000320251205H1139423651402d3f_L-P-Ky84.0985c041,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,4.81995812151581e-07
000420251205H113942444814iCAZ_L-U-OzXr.120cde4c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,502,47,4,252,5,0,200,0,200,200,[],[],200,0,247,153,0,0,2.410015440545976e-07
000420251205H113942444814iCAZ_L-U-OzXr.120cde4c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,200,396,0,101,0,0,396,0,396,396,[],[],396,0,100,0,0,0,2.5500048650428653e-07
000420251205H113942444814iCAZ_L-U-OzXr.120cde4c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,394,222,1,198,17,0,350,0,350,0,[],[],0,0,196,128,0,0,1.015003363136202e-06
000420251205H113942444814iCAZ_L-U-OzXr.120cde4c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,458,221,3,230,12,0,350,0,350,0,[],[],0,0,226,129,0,0,2.449960447847843e-07
000420251205H113942444814iCAZ_L-U-OzXr.120cde4c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,518,680,0,261,21,0,746,0,746,396,[],[],396,0,259,66,0,0,5.030015017837286e-07
000420251205H113942444814iCAZ_L-U-OzXr.120cde4c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,942,456,0,473,39,0,734,0,734,396,[],[],396,0,471,278,0,0,4.840039764530957e-07
000420251205H113942444814iCAZ_L-U-OzXr.120cde4c,System,0,1506,0,0,761,0,0,0,0,0,0,[],[],0,0,753,0,0,0,5.109977792017162e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-Pirm.104b6b7b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,766,120,15,385,6,0,365,0,365,124,[],[],124,0,368,245,0,0,4.3599720811471343e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-Pirm.104b6b7b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,378,119,2,190,0,0,241,0,241,0,[],[],0,0,187,120,0,0,2.5999906938523054e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-Pirm.104b6b7b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,128,280,0,65,0,0,280,0,280,280,[],[],280,0,64,0,0,0,2.889937604777515e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-Pirm.104b6b7b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,192,212,0,97,37,0,241,0,241,0,[],[],0,0,96,29,0,0,2.4199835024774075e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-Pirm.104b6b7b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,826,282,0,415,45,0,560,0,560,560,[],[],560,0,413,276,0,0,4.960020305588841e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-Pirm.104b6b7b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,248,179,3,124,2,0,241,0,241,0,[],[],0,0,121,62,0,0,7.85999873187393e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-Pirm.104b6b7b,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,5.240071914158762e-07
000220251205H1139423084075ixF_L-U-PTv5.083f9806,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,732,212,0,368,13,0,464,0,464,0,[],[],0,0,366,252,0,0,5.210022209212184e-07
000220251205H1139423084075ixF_L-U-PTv5.083f9806,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,290,145,0,146,29,0,232,0,232,0,[],[],0,0,145,87,0,0,8.040078682824969e-07
000220251205H1139423084075ixF_L-U-PTv5.083f9806,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,116,232,0,59,0,0,232,0,232,232,[],[],232,0,58,0,0,0,2.400047378614545e-07
000220251205H1139423084075ixF_L-U-PTv5.083f9806,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,114,222,0,58,39,0,232,0,232,0,[],[],0,0,57,10,0,0,2.259912434965372e-07
000220251205H1139423084075ixF_L-U-PTv5.083f9806,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,828,159,0,416,81,0,464,0,464,464,[],[],464,0,414,305,0,0,4.979956429451704e-07
000220251205H1139423084075ixF_L-U-PTv5.083f9806,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,188,188,0,95,0,0,232,0,232,232,[],[],232,0,94,44,0,0,2.979941200464964e-07
000220251205H1139423084075ixF_L-U-PTv5.083f9806,System,0,872,0,0,444,0,0,0,0,0,0,[],[],0,0,436,0,0,0,5.120091373100877e-07
000020251205H113942142818qBUX_L-U-P51n.0041d5e3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,1412,330,90,708,10,0,882,0,882,478,[],[],478,0,616,552,0,0,9.749928722158074e-07
000020251205H113942142818qBUX_L-U-P51n.0041d5e3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,172,592,1,86,51,0,678,0,678,0,[],[],0,0,85,86,0,0,2.500019036233425e-07
000020251205H113942142818qBUX_L-U-P51n.0041d5e3,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,152,346,0,77,0,0,346,0,346,346,[],[],346,0,76,0,0,0,2.66998540610075e-07
000020251205H113942142818qBUX_L-U-P51n.0041d5e3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,732,1833,6,368,2,0,2048,0,2048,692,[],[],692,0,360,215,0,0,1.7460042727179825e-06
000020251205H113942142818qBUX_L-U-P51n.0041d5e3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,1564,960,34,785,51,0,1500,0,1500,1038,[],[],1038,0,748,540,0,0,1.0709991329349577e-06
000020251205H113942142818qBUX_L-U-P51n.0041d5e3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,168,317,9,85,0,0,346,0,346,346,[],[],346,0,75,29,0,0,2.450033207423985e-07
000020251205H113942142818qBUX_L-U-P51n.0041d5e3,System,0,1356,0,0,687,0,0,0,0,0,0,[],[],0,0,678,0,0,0,5.160036380402744e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentP-Kj1C.00eb9447,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,1300,402,70,652,25,0,898,0,898,502,[],[],502,0,580,496,0,0,1.047010300680995e-06
000020251205H113942142818qBUX_LitaAgentY-LitaAgentP-Kj1C.00eb9447,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,0,682,0,0,0,0,682,0,682,0,[],[],0,0,0,0,0,0,2.6500492822378874e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentP-Kj1C.00eb9447,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,110,350,0,56,0,0,350,0,350,350,[],[],350,0,55,0,0,0,2.66998540610075e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentP-Kj1C.00eb9447,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,156,348,0,79,27,0,350,0,350,350,[],[],350,0,78,2,0,0,2.7500209398567677e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentP-Kj1C.00eb9447,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,702,1861,9,353,13,0,2061,0,2061,697,[],[],697,0,342,200,0,0,1.7179991118609905e-06
000020251205H113942142818qBUX_LitaAgentY-LitaAgentP-Kj1C.00eb9447,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,1588,1005,39,797,49,0,1557,0,1557,1050,[],[],1050,0,755,552,0,0,1.0420044418424368e-06
000020251205H113942142818qBUX_LitaAgentY-LitaAgentP-Kj1C.00eb9447,System,0,1356,0,0,687,0,0,0,0,0,0,[],[],0,0,678,0,0,0,5.220063030719757e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-O8eT.098d5190,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,754,141,14,379,10,0,380,0,380,136,[],[],136,0,363,239,0,0,4.429966793395579e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-O8eT.098d5190,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,354,136,2,178,49,0,244,0,244,0,[],[],0,0,175,108,0,0,2.6100315153598785e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-O8eT.098d5190,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,308,150,2,154,0,0,244,0,244,0,[],[],0,0,152,92,0,0,9.280047379434109e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-O8eT.098d5190,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,128,280,0,65,0,0,280,0,280,280,[],[],280,0,64,0,0,0,1.630032784305513e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-O8eT.098d5190,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,182,220,0,92,54,0,244,0,244,0,[],[],0,0,91,24,0,0,2.349988790228963e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-O8eT.098d5190,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,880,255,0,442,111,0,560,0,560,560,[],[],560,0,440,303,0,0,3.9699807530269027e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-O8eT.098d5190,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,4.6399509301409125e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Pqua.10425e0b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,800,83,4,402,9,0,345,0,345,108,[],[],108,0,396,262,0,0,5.00993337482214e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Pqua.10425e0b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,124,237,0,62,0,0,237,0,237,0,[],[],0,0,62,0,0,0,8.43996531330049e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Pqua.10425e0b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,224,231,0,113,5,0,280,0,280,280,[],[],280,0,112,48,0,0,2.640008460730314e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Pqua.10425e0b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,196,206,0,99,31,0,237,0,237,0,[],[],0,0,98,31,0,0,2.4700420908629894e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Pqua.10425e0b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,584,405,0,294,152,0,560,0,560,560,[],[],560,0,292,155,0,0,5.160109139978886e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Pqua.10425e0b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,182,214,0,92,125,0,237,0,237,0,[],[],0,0,91,22,0,0,2.7500209398567677e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Pqua.10425e0b,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,5.180045263841748e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentN-OK00.0254b0f5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,1330,358,73,667,65,0,869,0,869,482,[],[],482,0,592,511,0,0,1.0660005500540137e-06
000020251205H113942142818qBUX_LitaAgentY-LitaAgentN-OK00.0254b0f5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,180,260,0,91,4,0,295,0,295,295,[],[],295,0,90,35,0,0,2.4999462766572833e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentN-OK00.0254b0f5,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,470,428,2,235,115,0,664,0,664,0,[],[],0,0,233,235,0,0,2.500019036233425e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentN-OK00.0254b0f5,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,152,343,0,77,0,0,343,0,343,343,[],[],343,0,76,0,0,0,2.4800101527944207e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentN-OK00.0254b0f5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,760,1784,11,382,9,0,2014,0,2014,686,[],[],686,0,369,229,0,0,1.5730038285255432e-06
000020251205H113942142818qBUX_LitaAgentY-LitaAgentN-OK00.0254b0f5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,1724,865,32,865,51,0,1485,0,1485,1029,[],[],1029,0,830,620,0,0,1.0349976946599782e-06
000020251205H113942142818qBUX_LitaAgentY-LitaAgentN-OK00.0254b0f5,System,0,1356,0,0,687,0,0,0,0,0,0,[],[],0,0,678,0,0,0,5.229958333075047e-07
000120251205H113942213462aczN_X-P-KPdc.05d9cecd,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,2568,251,101,1287,19,0,1300,0,1300,750,[],[],750,0,1183,1049,0,0,1.1209995136596262e-06
000120251205H113942213462aczN_X-P-KPdc.05d9cecd,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,178,280,0,90,0,0,289,0,289,289,[],[],289,0,89,9,0,0,2.71997123491019e-07
000120251205H113942213462aczN_X-P-KPdc.05d9cecd,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,560,89,6,281,18,0,289,0,289,289,[],[],289,0,274,200,0,0,8.62004526425153e-07
000120251205H113942213462aczN_X-P-KPdc.05d9cecd,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,700,369,0,352,1,0,578,0,578,578,[],[],578,0,350,209,0,0,4.940011422149837e-07
000120251205H113942213462aczN_X-P-KPdc.05d9cecd,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,2110,1509,37,1058,26,0,2322,0,2322,867,[],[],867,0,1018,813,0,0,1.2009913916699588e-06
000120251205H113942213462aczN_X-P-KPdc.05d9cecd,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,536,500,0,268,0,0,768,0,768,0,[],[],0,0,268,268,0,0,2.2400490706786513e-07
000120251205H113942213462aczN_X-P-KPdc.05d9cecd,System,0,1556,0,0,788,0,0,0,0,0,0,[],[],0,0,778,0,0,0,4.800021997652948e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentC-XXgN.12292e76,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,550,183,1,276,2,0,360,0,360,360,[],[],360,0,274,177,0,0,2.4300243239849806e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentC-XXgN.12292e76,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,576,202,0,289,2,0,390,0,390,0,[],[],0,0,288,188,0,0,2.759989001788199e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentC-XXgN.12292e76,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,336,291,0,169,4,0,390,0,390,0,[],[],0,0,168,99,0,0,9.130017133429646e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentC-XXgN.12292e76,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,200,400,0,101,0,0,400,0,400,400,[],[],400,0,100,0,0,0,2.0300649339333177e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentC-XXgN.12292e76,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,664,651,0,334,44,0,790,0,790,400,[],[],400,0,332,139,0,0,5.38995664101094e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentC-XXgN.12292e76,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,1204,381,1,604,70,0,790,0,790,400,[],[],400,0,601,409,0,0,4.890098352916539e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentC-XXgN.12292e76,System,0,1506,0,0,761,0,0,0,0,0,0,[],[],0,0,753,0,0,0,4.62001480627805e-07
000020251205H113942142818qBUX_LitaAgentC-LitaAgentN-PJgL.026caac5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,1416,313,110,710,8,0,867,0,867,448,[],[],448,0,598,554,0,0,5.260080797597766e-07
000020251205H113942142818qBUX_LitaAgentC-LitaAgentN-PJgL.026caac5,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,408,113,15,204,0,0,317,0,317,0,[],[],0,0,189,204,0,0,1.3300450518727303e-07
000020251205H113942142818qBUX_LitaAgentC-LitaAgentN-PJgL.026caac5,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,152,317,0,77,0,0,317,0,317,317,[],[],317,0,76,0,0,0,1.3500539353117347e-07
000020251205H113942142818qBUX_LitaAgentC-LitaAgentN-PJgL.026caac5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,714,1678,12,359,0,0,1884,0,1884,634,[],[],634,0,345,206,0,0,9.849973139353096e-07
000020251205H113942142818qBUX_LitaAgentC-LitaAgentN-PJgL.026caac5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,2014,713,53,1010,16,0,1478,0,1478,951,[],[],951,0,954,765,0,0,5.559995770454407e-07
000020251205H113942142818qBUX_LitaAgentC-LitaAgentN-PJgL.026caac5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,232,102,12,117,0,0,163,0,163,163,[],[],163,0,104,61,0,0,1.3400131138041615e-07
000020251205H113942142818qBUX_LitaAgentC-LitaAgentN-PJgL.026caac5,System,0,1356,0,0,687,0,0,0,0,0,0,[],[],0,0,678,0,0,0,2.6200723368674517e-07
000120251205H113942213462aczN_LitaAgentY-LitaAgentC-Ui6C.0443afa4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,2590,363,103,1298,22,0,1423,0,1423,813,[],[],813,0,1192,1060,0,0,1.2780074030160904e-06
000120251205H113942213462aczN_LitaAgentY-LitaAgentC-Ui6C.0443afa4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,298,627,3,149,130,0,777,0,777,0,[],[],0,0,146,149,0,0,2.6899942895397544e-07
000120251205H113942213462aczN_LitaAgentY-LitaAgentC-Ui6C.0443afa4,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,206,278,0,104,0,0,304,0,304,304,[],[],304,0,103,23,0,0,2.489978214725852e-07
000120251205H113942213462aczN_LitaAgentY-LitaAgentC-Ui6C.0443afa4,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,160,304,0,81,0,0,304,0,304,304,[],[],304,0,80,0,0,0,8.510032785125077e-07
000120251205H113942213462aczN_LitaAgentY-LitaAgentC-Ui6C.0443afa4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,600,449,0,302,15,0,608,0,608,608,[],[],608,0,300,159,0,0,6.130067049525678e-07
000120251205H113942213462aczN_LitaAgentY-LitaAgentC-Ui6C.0443afa4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,3246,1083,40,1626,443,0,2466,0,2466,912,[],[],912,0,1583,1381,0,0,1.3149910955689847e-06
000120251205H113942213462aczN_LitaAgentY-LitaAgentC-Ui6C.0443afa4,System,0,1556,0,0,788,0,0,0,0,0,0,[],[],0,0,778,0,0,0,5.369947757571936e-07
000120251205H113942213462aczN_L-Po-PrE2Y.05ba8b1e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,2602,289,90,1304,18,0,1355,0,1355,765,[],[],765,0,1211,1066,0,0,1.2590026017278433e-06
000120251205H113942213462aczN_L-Po-PrE2Y.05ba8b1e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,284,240,0,143,18,0,302,0,302,302,[],[],302,0,142,62,0,0,2.8299837140366435e-07
000120251205H113942213462aczN_L-Po-PrE2Y.05ba8b1e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,160,302,0,81,0,0,302,0,302,302,[],[],302,0,80,0,0,0,9.699942893348634e-07
000120251205H113942213462aczN_L-Po-PrE2Y.05ba8b1e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,690,399,0,347,15,0,604,0,604,604,[],[],604,0,345,204,0,0,5.100009730085731e-07
000120251205H113942213462aczN_L-Po-PrE2Y.05ba8b1e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,2316,1515,36,1161,221,0,2432,0,2432,906,[],[],906,0,1122,916,0,0,1.2529926607385278e-06
000120251205H113942213462aczN_L-Po-PrE2Y.05ba8b1e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,432,547,0,216,0,0,763,0,763,0,[],[],0,0,216,216,0,0,2.539964043535292e-07
000120251205H113942213462aczN_L-Po-PrE2Y.05ba8b1e,System,0,1556,0,0,788,0,0,0,0,0,0,[],[],0,0,778,0,0,0,4.960020305588841e-07
000120251205H113942213462aczN_L-U-KnoH.05207214,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,2540,345,96,1273,31,0,1380,0,1380,810,[],[],810,0,1174,1035,0,0,1.3721997675020248e-05
000120251205H113942213462aczN_L-U-KnoH.05207214,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,160,300,0,81,0,0,300,0,300,300,[],[],300,0,80,0,0,0,2.710003172978759e-07
000120251205H113942213462aczN_L-U-KnoH.05207214,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,196,682,0,98,183,0,780,0,780,0,[],[],0,0,98,98,0,0,2.7500209398567677e-07
000120251205H113942213462aczN_L-U-KnoH.05207214,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,338,211,6,170,116,0,300,0,300,300,[],[],300,0,163,89,0,0,1.062006049323827e-06
000120251205H113942213462aczN_L-U-KnoH.05207214,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,588,447,0,296,25,0,600,0,600,600,[],[],600,0,294,153,0,0,7.00005330145359e-07
000120251205H113942213462aczN_L-U-KnoH.05207214,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,2426,1489,32,1216,935,0,2460,0,2460,900,[],[],900,0,1181,971,0,0,1.4449979062192142e-06
000120251205H113942213462aczN_L-U-KnoH.05207214,System,0,1556,0,0,788,0,0,0,0,0,0,[],[],0,0,778,0,0,0,5.430047167465091e-07
000120251205H113942213462aczN_LitaAgentN-LitaAgentP-P0qX.0453d231,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,2338,372,95,1172,25,0,1306,0,1306,816,[],[],816,0,1074,934,0,0,1.1670126696117222e-06
000120251205H113942213462aczN_LitaAgentN-LitaAgentP-P0qX.0453d231,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,0,790,0,0,0,0,790,0,790,0,[],[],0,0,0,0,0,0,2.759989001788199e-07
