world,type,negs_timedout,contracts_executed,negs_registered,negs_succeeded,contracts_breached,neg_requests_sent,negs_failed,breaches_received,contracts_erred,contracts_dropped,contracts_nullified,breaches_committed,neg_requests_rejected,times,contracts_signed,negs_initiated,negotiator_exceptions,exceptions,contracts_concluded,neg_requests_received
000020251210H223957824305qBUX_LitaAgentC-LitaAgentN-PIZp.01fcaed7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,7,603,888,511,0,501,377,0,0,68,0,0,0,6.400005077011883e-07,1342,501,[],[],673,888
000020251210H223957824305qBUX_LitaAgentC-LitaAgentN-PIZp.01fcaed7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,480,2019,325,0,663,1694,0,0,6,0,0,0,1.0699995982577093e-06,972,663,[],[],488,2019
000020251210H223957824305qBUX_LitaAgentC-LitaAgentN-PIZp.01fcaed7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,6,952,1479,751,0,1026,728,0,0,35,0,0,0,6.500004019471817e-07,1974,1026,[],[],990,1479
000020251210H223957824305qBUX_LitaAgentC-LitaAgentN-PIZp.01fcaed7,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,72,342,0,0,342,342,0,0,0,0,0,0,1.6000012692529708e-07,144,342,[],[],73,342
000420251210H223957973606jpxE_L-X-KDa3.12828132,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,0,482,0,0,0,223,0,0,0,0,0,0,8.999995770864189e-08,0,0,[],[],0,482
000420251210H223957973606jpxE_L-X-KDa3.12828132,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,9,493,801,344,0,567,327,0,0,22,0,0,0,3.5999983083456755e-07,1030,567,[],[],518,801
000420251210H223957973606jpxE_L-X-KDa3.12828132,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,39,482,39,0,0,184,0,0,0,0,0,0,8.999995770864189e-08,78,0,[],[],39,482
000420251210H223957973606jpxE_L-X-KDa3.12828132,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,29,234,1544,176,0,1544,750,0,0,2,0,0,0,3.600007403292693e-07,472,1544,[],[],237,1544
000420251210H223957973606jpxE_L-X-KDa3.12828132,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,57,974,1864,797,0,605,519,0,0,0,0,0,0,6.200007192092016e-07,1948,605,[],[],977,1864
000420251210H223957973606jpxE_L-X-KDa3.12828132,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,63,106,259,54,0,0,205,0,0,0,0,0,0,6.30000613455195e-07,212,0,[],[],106,259
000420251210H223957973606jpxE_L-X-KDa3.12828132,System,0,460,0,0,0,0,0,0,0,0,0,0,0,1.7000002117129043e-07,920,0,[],[],467,0
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-K4DQ.13c52e7e,System,0,460,0,0,0,0,0,0,0,0,0,0,0,3.800014383159578e-07,920,0,[],[],467,0
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-K4DQ.13c52e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,0,76,466,77,0,0,139,0,0,1,0,0,0,1.7999991541728377e-07,154,0,[],[],77,466
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-K4DQ.13c52e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,13,592,780,460,0,546,190,0,0,39,0,0,0,6.60000296193175e-07,1262,546,[],[],634,780
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-K4DQ.13c52e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,12,320,1509,261,0,1509,645,0,0,1,0,0,0,6.700010999338701e-07,642,1509,[],[],322,1509
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-K4DQ.13c52e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,36,966,1793,791,0,577,475,0,0,2,0,0,0,1.0899984772549942e-06,1936,577,[],[],971,1793
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-K4DQ.13c52e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,3,80,466,83,0,0,133,0,0,3,0,0,0,1.400003384333104e-07,166,0,[],[],83,466
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-K4DQ.13c52e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,208,250,156,0,0,94,0,0,0,0,0,0,9.399991540703923e-07,416,0,[],[],208,250
000120251210H223957863747wmRA_L-U-PY1x.0390d28c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,129,186,318,94,0,318,224,0,0,1,0,0,0,2.5000008463393897e-07,374,318,[],[],187,318
000120251210H223957863747wmRA_L-U-PY1x.0390d28c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,163,134,318,38,0,318,280,0,0,0,0,0,0,7.799990271450952e-07,268,318,[],[],135,318
000120251210H223957863747wmRA_L-U-PY1x.0390d28c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,224,854,227,0,0,627,0,0,3,0,0,0,1.400003384333104e-07,454,0,[],[],227,854
000120251210H223957863747wmRA_L-U-PY1x.0390d28c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,25,1500,1512,1186,0,1242,326,0,0,60,0,0,0,7.499984349124134e-07,3120,1242,[],[],1564,1512
000120251210H223957863747wmRA_L-U-PY1x.0390d28c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,31,145,318,51,0,318,267,0,0,0,0,0,0,1.400003384333104e-07,290,318,[],[],146,318
000120251210H223957863747wmRA_L-U-PY1x.0390d28c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,338,1827,2344,1656,0,636,688,0,0,12,0,0,0,6.100017344579101e-07,3678,636,[],[],1841,2344
000120251210H223957863747wmRA_L-U-PY1x.0390d28c,System,0,840,0,0,0,0,0,0,0,0,0,0,0,2.999986463692039e-07,1680,0,[],[],848,0
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-KCu6.094c73a3,System,0,730,0,0,0,0,0,0,0,0,0,0,0,1.90000264410628e-07,1460,0,[],[],738,0
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-KCu6.094c73a3,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,0,135,279,47,0,0,232,0,0,2,0,0,0,8.999995770864189e-08,274,0,[],[],138,279
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-KCu6.094c73a3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,9,340,356,172,0,356,184,0,0,9,0,0,0,1.8999980966327712e-07,698,356,[],[],351,356
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-KCu6.094c73a3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,15,406,938,123,0,380,815,0,0,0,0,0,0,2.6999987312592566e-07,812,380,[],[],409,938
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-KCu6.094c73a3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,10,162,279,82,0,0,197,0,0,7,0,0,0,6.299997039604932e-07,338,0,[],[],170,279
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-KCu6.094c73a3,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,93,380,0,0,380,380,0,0,0,0,0,0,8.999995770864189e-08,186,380,[],[],94,380
000220251210H223957905396qy6l_L-X-Prex.07b9448c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,70,284,0,0,284,284,0,0,0,0,0,0,8.999995770864189e-08,140,284,[],[],71,284
000220251210H223957905396qy6l_L-X-Prex.07b9448c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,17,513,568,373,0,568,195,0,0,0,0,0,0,1.8000037016463466e-07,1026,568,[],[],515,568
000220251210H223957905396qy6l_L-X-Prex.07b9448c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,1,173,568,173,0,0,395,0,0,0,0,0,0,8.999995770864189e-08,346,0,[],[],173,568
000220251210H223957905396qy6l_L-X-Prex.07b9448c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,272,568,272,0,0,296,0,0,0,0,0,0,8.999995770864189e-08,544,0,[],[],272,568
000220251210H223957905396qy6l_L-X-Prex.07b9448c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,186,2118,2556,1774,0,1420,782,0,0,0,0,0,0,1.0799994925037026e-06,4236,1420,[],[],2122,2556
000220251210H223957905396qy6l_L-X-Prex.07b9448c,System,0,554,0,0,0,0,0,0,0,0,0,0,0,2.100000529026147e-07,1108,0,[],[],561,0
000320251210H223957935659O58P_L-U-Osmz.09794a78,System,0,730,0,0,0,0,0,0,0,0,0,0,0,2.0000015865662135e-07,1460,0,[],[],738,0
000320251210H223957935659O58P_L-U-Osmz.09794a78,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,16,158,267,72,0,0,195,0,0,1,0,0,0,4.70000031782547e-07,318,0,[],[],160,267
000320251210H223957935659O58P_L-U-Osmz.09794a78,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,4,379,308,212,0,308,96,0,0,10,0,0,0,1.7999991541728377e-07,778,308,[],[],391,308
000320251210H223957935659O58P_L-U-Osmz.09794a78,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,7,384,909,101,0,375,808,0,0,0,0,0,0,2.6999987312592566e-07,768,375,[],[],387,909
000320251210H223957935659O58P_L-U-Osmz.09794a78,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,9,119,375,26,0,375,349,0,0,0,0,0,0,8.999995770864189e-08,238,375,[],[],120,375
000320251210H223957935659O58P_L-U-Osmz.09794a78,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,194,257,113,0,0,144,0,0,9,0,0,0,1.200000951939728e-07,406,0,[],[],204,257
000020251210H223957824305qBUX_X-U-PSr5.00fc7e3c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,3,92,363,20,0,363,343,0,0,0,0,0,0,1.400003384333104e-07,184,363,[],[],93,363
000020251210H223957824305qBUX_X-U-PSr5.00fc7e3c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,88,363,11,0,363,352,0,0,0,0,0,0,1.5000023267930374e-07,176,363,[],[],89,363
000020251210H223957824305qBUX_X-U-PSr5.00fc7e3c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,20,683,989,591,0,524,398,0,0,68,0,0,0,5.700003384845331e-07,1502,524,[],[],753,989
000020251210H223957824305qBUX_X-U-PSr5.00fc7e3c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,125,670,127,0,0,543,0,0,2,0,0,0,1.5000023267930374e-07,254,0,[],[],127,670
000020251210H223957824305qBUX_X-U-PSr5.00fc7e3c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,4,506,2024,352,0,684,1672,0,0,7,0,0,0,1.1100000847363845e-06,1026,684,[],[],515,2024
000020251210H223957824305qBUX_X-U-PSr5.00fc7e3c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,91,1014,1637,817,0,1089,820,0,0,39,0,0,0,6.000018402119167e-07,2106,1089,[],[],1056,1637
000020251210H223957824305qBUX_X-U-PSr5.00fc7e3c,System,0,706,0,0,0,0,0,0,0,0,0,0,0,2.6999987312592566e-07,1412,0,[],[],715,0
000220251210H223957905396qy6l_L-U-KZx3.07473c0f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,89,285,568,285,0,0,283,0,0,0,0,0,0,1.0999974620062858e-07,570,0,[],[],285,568
000220251210H223957905396qy6l_L-U-KZx3.07473c0f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,26,83,284,13,0,284,271,0,0,0,0,0,0,8.999995770864189e-08,166,284,[],[],84,284
000220251210H223957905396qy6l_L-U-KZx3.07473c0f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,65,521,568,381,0,568,187,0,0,0,0,0,0,1.9999970390927047e-07,1042,568,[],[],523,568
000220251210H223957905396qy6l_L-U-KZx3.07473c0f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,562,1623,2556,1279,0,1420,1277,0,0,0,0,0,0,1.35000027512433e-06,3246,1420,[],[],1627,2556
000220251210H223957905396qy6l_L-U-KZx3.07473c0f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,78,82,568,82,0,0,486,0,0,0,0,0,0,8.999995770864189e-08,164,0,[],[],82,568
000220251210H223957905396qy6l_L-U-KZx3.07473c0f,System,0,554,0,0,0,0,0,0,0,0,0,0,0,2.1999949240125716e-07,1108,0,[],[],561,0
000120251210H223957863747wmRA_L-X-UEz4.039803e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,101,216,320,121,0,320,199,0,0,1,0,0,0,4.800003807758912e-07,434,320,[],[],218,320
000120251210H223957863747wmRA_L-X-UEz4.039803e7,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,98,320,5,0,320,315,0,0,0,0,0,0,1.200005499413237e-07,196,320,[],[],98,320
000120251210H223957863747wmRA_L-X-UEz4.039803e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,26,1572,1568,1247,0,1280,321,0,0,49,0,0,0,4.500006980379112e-07,3242,1280,[],[],1625,1568
000120251210H223957863747wmRA_L-X-UEz4.039803e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,233,864,233,0,0,631,0,0,0,0,0,0,8.999995770864189e-08,466,0,[],[],233,864
000120251210H223957863747wmRA_L-X-UEz4.039803e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,27,152,320,58,0,320,262,0,0,0,0,0,0,9.999985195463523e-08,304,320,[],[],153,320
000120251210H223957863747wmRA_L-X-UEz4.039803e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,148,1819,2368,1642,0,640,726,0,0,6,0,0,0,3.7000063457526267e-07,3650,640,[],[],1827,2368
000120251210H223957863747wmRA_L-X-UEz4.039803e7,System,0,840,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1680,0,[],[],848,0
000120251210H223957863747wmRA_L-K-OUdL.04a75359,System,0,840,0,0,0,0,0,0,0,0,0,0,0,2.099995981552638e-07,1680,0,[],[],848,0
000120251210H223957863747wmRA_L-K-OUdL.04a75359,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,53,1524,1581,1201,0,1284,380,0,0,51,0,0,0,4.4999978854320943e-07,3150,1284,[],[],1579,1581
000120251210H223957863747wmRA_L-K-OUdL.04a75359,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,47,140,321,46,0,321,275,0,0,0,0,0,0,8.999995770864189e-08,280,321,[],[],141,321
000120251210H223957863747wmRA_L-K-OUdL.04a75359,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,146,149,321,60,0,321,261,0,0,4,0,0,0,1.7000002117129043e-07,306,321,[],[],153,321
000120251210H223957863747wmRA_L-K-OUdL.04a75359,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,270,1845,2370,1673,0,642,697,0,0,11,0,0,0,3.699997250805609e-07,3712,642,[],[],1858,2370
000120251210H223957863747wmRA_L-K-OUdL.04a75359,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,14,122,864,122,0,0,742,0,0,0,0,0,0,8.999995770864189e-08,244,0,[],[],122,864
000120251210H223957863747wmRA_L-K-OUdL.04a75359,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,240,321,148,0,321,173,0,0,4,0,0,0,5.000001692678779e-07,488,321,[],[],245,321
000020251210H223957824305qBUX_L-U-PlSv.026dceb5,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,77,356,0,0,356,356,0,0,0,0,0,0,1.3999942893860862e-07,154,356,[],[],78,356
000020251210H223957824305qBUX_L-U-PlSv.026dceb5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,2,89,356,17,0,356,339,0,0,0,0,0,0,1.1999964044662192e-07,178,356,[],[],90,356
000020251210H223957824305qBUX_L-U-PlSv.026dceb5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,13,674,952,603,0,504,349,0,0,89,0,0,0,5.600004442385398e-07,1526,504,[],[],765,952
000020251210H223957824305qBUX_L-U-PlSv.026dceb5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,2,363,2074,213,0,712,1861,0,0,11,0,0,0,1.1100009942310862e-06,748,712,[],[],376,2074
000020251210H223957824305qBUX_L-U-PlSv.026dceb5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,232,673,235,0,0,438,0,0,3,0,0,0,1.3000044418731704e-07,470,0,[],[],235,673
000020251210H223957824305qBUX_L-U-PlSv.026dceb5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,25,923,1581,726,0,1068,855,0,0,39,0,0,0,5.800011422252283e-07,1924,1068,[],[],965,1581
000020251210H223957824305qBUX_L-U-PlSv.026dceb5,System,0,706,0,0,0,0,0,0,0,0,0,0,0,3.0999945010989904e-07,1412,0,[],[],715,0
000020251210H223957824305qBUX_L-Po-PrfsW.005bbf8c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,85,328,8,0,328,320,0,0,0,0,0,0,8.999995770864189e-08,170,328,[],[],86,328
000020251210H223957824305qBUX_L-Po-PrfsW.005bbf8c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,76,443,84,0,0,359,0,0,8,0,0,0,8.999995770864189e-08,168,0,[],[],84,443
000020251210H223957824305qBUX_L-Po-PrfsW.005bbf8c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,11,661,896,595,0,482,301,0,0,94,0,0,0,3.609998202591669e-07,1510,482,[],[],757,896
000020251210H223957824305qBUX_L-Po-PrfsW.005bbf8c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,8,360,2022,213,0,656,1809,0,0,14,0,0,0,7.600001481478103e-07,748,656,[],[],376,2022
000020251210H223957824305qBUX_L-Po-PrfsW.005bbf8c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,102,328,38,0,328,290,0,0,8,0,0,0,8.999995770864189e-08,220,328,[],[],111,328
000020251210H223957824305qBUX_L-Po-PrfsW.005bbf8c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,17,892,1539,694,0,984,845,0,0,38,0,0,0,3.499994818412233e-07,1860,984,[],[],933,1539
000020251210H223957824305qBUX_L-Po-PrfsW.005bbf8c,System,0,706,0,0,0,0,0,0,0,0,0,0,0,2.100000529026147e-07,1412,0,[],[],715,0
000120251210H223957863747wmRA_LitaAgentY-LitaAgentN-UCxd.03305b02,System,0,840,0,0,0,0,0,0,0,0,0,0,0,3.499999365885742e-07,1680,0,[],[],848,0
000120251210H223957863747wmRA_LitaAgentY-LitaAgentN-UCxd.03305b02,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,129,188,321,92,0,321,228,0,0,0,0,0,0,6.999998731771484e-07,376,321,[],[],189,321
000120251210H223957863747wmRA_LitaAgentY-LitaAgentN-UCxd.03305b02,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,330,864,330,0,0,532,0,0,0,0,0,0,1.4999932318460196e-07,660,0,[],[],330,864
000120251210H223957863747wmRA_LitaAgentY-LitaAgentN-UCxd.03305b02,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,33,1590,1581,1269,0,1284,312,0,0,53,0,0,0,7.600001481478103e-07,3286,1284,[],[],1647,1581
000120251210H223957863747wmRA_LitaAgentY-LitaAgentN-UCxd.03305b02,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,44,135,321,41,0,321,280,0,0,0,0,0,0,1.5000023267930374e-07,270,321,[],[],136,321
000120251210H223957863747wmRA_LitaAgentY-LitaAgentN-UCxd.03305b02,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,224,1929,2370,1757,0,642,612,0,0,11,0,0,0,6.299997039604932e-07,3880,642,[],[],1942,2370
000120251210H223957863747wmRA_LitaAgentY-LitaAgentN-UCxd.03305b02,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,278,321,187,0,321,134,0,0,2,0,0,0,2.400001903879456e-07,560,321,[],[],280,321
000220251210H223957905396qy6l_L-U-Pbe5.08c98f8c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,8,90,284,20,0,284,264,0,0,0,0,0,0,8.999995770864189e-08,180,284,[],[],91,284
000220251210H223957905396qy6l_L-U-Pbe5.08c98f8c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,143,568,143,0,0,425,0,0,0,0,0,0,8.999995770864189e-08,286,0,[],[],143,568
000220251210H223957905396qy6l_L-U-Pbe5.08c98f8c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,11,511,568,371,0,568,197,0,0,0,0,0,0,1.9999970390927047e-07,1022,568,[],[],513,568
000220251210H223957905396qy6l_L-U-Pbe5.08c98f8c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,230,568,230,0,0,338,0,0,0,0,0,0,9.999985195463523e-08,460,0,[],[],230,568
000220251210H223957905396qy6l_L-U-Pbe5.08c98f8c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,193,1906,2556,1562,0,1420,994,0,0,0,0,0,0,1.2599994079209864e-06,3812,1420,[],[],1910,2556
000220251210H223957905396qy6l_L-U-Pbe5.08c98f8c,System,0,554,0,0,0,0,0,0,0,0,0,0,0,1.7000002117129043e-07,1108,0,[],[],561,0
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-P2bc.129e922f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,52,269,0,0,0,269,0,0,0,0,0,0,6.399995982064866e-07,104,0,[],[],52,269
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-P2bc.129e922f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,0,509,0,0,0,240,0,0,0,0,0,0,1.00000761449337e-07,0,0,[],[],0,509
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-P2bc.129e922f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,0,509,0,0,0,240,0,0,0,0,0,0,8.999995770864189e-08,0,0,[],[],0,509
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-P2bc.129e922f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,16,453,852,321,0,618,401,0,0,39,0,0,0,3.5999983083456755e-07,984,618,[],[],495,852
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-P2bc.129e922f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,7,248,1544,189,0,1544,737,0,0,1,0,0,0,3.899995135725476e-07,498,1544,[],[],250,1544
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-P2bc.129e922f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,57,1009,1991,832,0,675,571,0,0,0,0,0,0,5.800002327305265e-07,2018,675,[],[],1012,1991
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-P2bc.129e922f,System,0,460,0,0,0,0,0,0,0,0,0,0,0,1.900007191579789e-07,920,0,[],[],467,0
000120251210H223957863747wmRA_L-P-K4TO.051225bf,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,96,324,0,0,324,324,0,0,0,0,0,0,7.599992386531085e-07,192,324,[],[],97,324
000120251210H223957863747wmRA_L-P-K4TO.051225bf,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,21,1498,1536,1176,0,1212,360,0,0,52,0,0,0,7.399994501611218e-07,3100,1212,[],[],1554,1536
000120251210H223957863747wmRA_L-P-K4TO.051225bf,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,28,163,324,69,0,324,255,0,0,0,0,0,0,1.6000012692529708e-07,326,324,[],[],164,324
